Time,Bouldering,Slackline,Freshens (Front) ,Outdoor Patio,Light Therapy Station #1,Freshens (Lounge),Game Room,Light Therapy Station #2,Light Therapy Station #3,Quiet Lounge,Outdoor Deck,Fireplace (Lounge),Light Therapy Station #4,Event Space 150,#20,1A,1B,1C,NapZone,Medit 6,Music 12,Music 13,Medit 18,Grey Lounge,1D,1E,Yoga 22,1F,1G,Esports,1H,#30 (30),W/C 40 (13),Cardio 50 (17),Weight Room(40),CrossFit B40 (26),Sauna Left,Sauna Right,Total Patron #/hour 
8:30 AM,0,0,10,0,0,5,0,0,0,6,0,7,0,0,0,1,3,1,4,0,0,0,0,0,1,2,0,3,1,0,1,4,9,14,30,4,0,0,106
9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11:30 AM,0,0,34,1,0,23,3,0,0,10,1,9,0,0,0,2,3,1,3,0,0,0,0,7,1,1,0,1,1,0,2,2,6,12,22,class,0,0,145
12:30 PM,0,0,29,2,0,19,4,1,0,18,1,15,0,0,0,1,1,1,4,0,0,1,0,10,1,1,0,0,0,0,1,1,7,8,23,7,4,1,161
1:30 PM,0,0,33,0,0,13,4,0,0,13,2,8,0,0,0,1,1,1,4,0,0,0,0,9,1,1,0,2,2,0,1,4,5,6,27,2,2,0,142
2:30 PM,0,0,34,0,0,12,0,0,0,13,0,12,0,0,0,2,1,1,4,0,1,1,0,7,2,1,0,4,1,0,1,6,8,8,24,5,1,0,149
3:30 PM,0,0,13,0,0,7,3,0,0,16,0,8,0,0,0,2,1,1,3,0,1,1,0,4,1,1,1,2,1,5,0,6,16,17,31,9,0,0,150
4:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5:30 PM,0,0,6,0,1,6,2,1,0,2,0,4,0,0,class,1,1,1,1,0,0,0,0,0,1,1,class,4,1,10,0,class,7,14,20,class,4,2,90
6:30 PM,0,0,4,0,1,1,1,0,0,5,0,1,0,0,class,0,1,0,1,0,0,0,0,0,0,2,0,4,0,7,0,class,14,15,27,class,1,0,85
7:30 PM,0,0,0,0,2,0,1,1,2,1,0,0,0,0,class,0,0,1,1,0,0,0,0,3,0,0,0,4,0,6,0,class,10,15,43,6,5,3,104
8:30 PM,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,1,0,3,0,3,0,class,6,11,18,5,0,3,62
9:30 PM,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,13,32,6,3,0,74
10:30 PM,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,1,4,6,9,2,2,2,38
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,12,1,0,0,25
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,14,2,0,0,29
8:30 AM,0,0,5,0,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,3,0,0,37
9:30 AM,0,0,4,0,0,7,0,0,0,8,0,2,0,0,0,1,1,1,1,0,0,1,0,0,1,3,0,1,1,0,0,1,4,9,14,9,0,0,69
10:30 AM,0,0,16,0,0,15,2,0,0,14,1,10,0,0,0,1,1,1,6,0,0,1,0,0,3,2,0,1,1,0,1,7,11,6,20,3,0,1,124
11:30 AM,0,0,20,0,0,34,6,0,0,10,6,14,0,0,0,2,1,2,4,0,0,0,0,4,2,4,0,1,2,0,4,8,13,10,26,4,0,0,177
12:30 PM,0,0,14,8,0,44,4,0,0,17,8,13,0,0,0,2,1,1,5,1,1,1,0,4,2,1,0,1,3,0,1,class,10,10,23,3,2,0,180
1:30 PM,0,0,9,0,0,30,3,0,0,13,2,7,0,0,0,1,3,2,2,0,1,1,0,4,1,1,0,3,2,0,2,8,9,13,26,4,2,2,151
2:30 PM,0,0,14,5,0,16,3,0,0,13,0,8,0,0,0,2,1,1,3,0,1,1,0,11,1,1,0,4,0,0,2,9,6,14,21,class,5,1,143
3:30 PM,0,0,20,0,0,11,0,0,1,8,0,4,0,training,0,3,1,3,0,0,1,1,0,1,2,1,0,2,1,6,0,4,8,17,26,7,0,3,131
4:30 PM,0,0,9,0,0,6,1,0,0,9,0,5,0,training,0,0,2,3,0,0,1,0,0,2,2,1,class,1,2,7,1,class,15,13,37,class,1,2,120
5:30 PM,0,0,8,0,0,3,1,0,0,10,0,5,0,0,0,2,2,1,2,0,1,1,0,0,1,1,0,1,1,7,1,class,9,15,20,class,2,0,94
6:30 PM,0,0,0,0,2,2,0,0,0,12,0,4,0,0,0,2,0,1,0,0,0,0,0,5,1,0,0,2,1,2,0,class,13,7,34,class,1,3,92
7:30 PM,0,0,0,0,0,3,2,0,0,8,0,2,0,0,class,2,1,1,0,0,0,0,0,1,2,3,0,2,0,3,0,class,11,14,42,class,2,1,100
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,2,0,0,22
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,class,1,2,13,class,0,0,18
8:30 AM,0,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,5,10,16,2,0,0,47
9:30 AM,0,0,11,0,0,3,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,1,4,7,8,20,2,0,,70
10:30 AM,0,0,10,0,0,10,0,0,0,5,0,6,0,0,0,4,1,0,4,0,0,0,0,2,0,1,0,1,1,0,0,5,11,12,31,4,0,0,108
11:30 AM,0,0,26,1,0,11,3,0,0,13,0,11,0,0,0,1,1,1,2,0,0,0,0,14,1,1,0,1,0,0,0,3,6,6,22,class,0,0,124
12:30 PM,0,0,19,1,0,20,0,0,0,7,0,8,0,0,0,1,1,1,3,0,1,1,0,7,1,1,0,1,1,0,0,6,4,7,26,3,0,0,120
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,24,2,1,12,1,0,0,15,0,8,0,0,0,1,0,1,2,0,1,1,1,0,0,0,0,0,1,0,2,7,9,9,25,5,3,0,20
3:30 PM,0,0,18,0,0,9,0,0,0,13,0,3,0,0,0,0,1,1,1,0,1,1,0,2,1,1,class,1,2,0,1,5,11,19,27,8,0,1,+
4:30 PM,0,0,16,0,0,9,0,0,0,10,0,6,1,0,0,1,1,1,3,0,0,0,0,1,1,1,class,1,1,4,0,8,13,8,37,class,0,0,30
5:30 PM,0,0,6,0,0,10,6,0,0,5,0,6,0,0,class,3,1,1,1,0,0,0,0,2,3,1,class,1,2,4,1,4,9,7,28,2,2,3,108
6:30 PM,0,0,3,0,0,7,7,0,0,4,0,9,0,0,class,2,1,1,0,0,0,2,0,2,1,1,0,2,2,6,2,class,11,12,29,class,4,4,112
7:30 PM,0,0,0,0,0,3,0,0,0,4,0,3,0,event Space 150,0,2,1,2,0,0,1,1,0,3,,1,0,2,0,9,2,class,7,50,28,2,0,4,125
8:30 PM,0,0,0,0,0,0,0,0,0,2,0,1,0,event  ,class,2,2,1,0,0,0,1,0,1,1,2,0,2,2,7,1,class,7,5,15,4,1,0,57
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,2,6,6,0,0,23
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,2,0,0,21
7:30 AM,0,0,4,0,0,3,1,0,0,5,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,2,0,1,34
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,2,1,0,29
10:30 AM,0,0,13,2,0,13,2,0,0,8,0,7,0,0,0,1,2,1,4,0,0,0,0,0,1,2,0,1,1,0,0,4,7,4,11,0,0,0,84
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,0,0,15,0,0,23,3,0,0,10,0,12,0,0,0,1,1,2,0,0,0,0,0,3,2,1,0,1,1,0,1,class,10,13,24,3,0,0,126
1:30 PM,0,0,12,0,0,26,4,0,0,13,2,10,0,0,0,1,2,2,3,0,0,0,0,4,1,2,0,1,1,0,3,8,12,13,26,4,0,0,150
2:30 PM,0,0,10,0,0,14,1,0,0,12,0,6,0,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,2,0,2,6,10,12,22,3,1,1,108
3:30 PM,0,0,10,0,2,13,0,0,0,7,0,5,0,0,0,1,1,3,1,0,1,1,0,1,1,1,0,1,1,4,1,6,7,8,34,6,5,2,123
4:30 PM,0,0,4,0,0,9,0,0,0,5,0,3,0,0,0,0,1,2,2,0,1,0,0,2,0,0,0,0,1,7,2,9,10,6,29,4,2,2,101
5:30 PM,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,9,0,1,7,11,30,3,1,0,80
6:30 PM,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,23,0,class,10,6,,26,,,77
7:30 PM,0,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,25,0,class,1,3,15,5,0,8,67
8:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,4,14,2,0,2,50
9:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,3,10,1,0,1,38
10:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,5,0,0,1,19
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Meeting,0,1,2,2,8,1,0,0,17
10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11:30 AM,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,2,5,5,16,,0,0,41
12:30 PM,0,0,0,0,0,6,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,class,6,12,7,1,3,3,51
1:30 PM,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,class,3,9,19,1,0,0,50
2:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3:30 PM,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,1,1,2,0,0,1,2,0,0,1,1,0,1,0,2,0,0,4,5,12,2,0,0,43
4:30 PM,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,1,1,0,2,5,3,15,4,2,1,50
5:30 PM,0,0,0,0,0,0,3,0,0,6,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,6,4,20,1,1,0,50
6:30 PM,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,5,4,12,1,2,0,34
7:30 PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,3,4,3,15,0,0,0,38
8:30 PM,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,7,0,1,7,3,10,1,1,0,39
9:30 PM,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,3,2,3,2,0,23
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,7,0,1,0,18
10:30 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,6,6,1,0,0,20
11:30 AM,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,4,4,10,0,0,0,35
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,1,1,6,0,0,0,0,0,0,2,2,0,1,1,3,3,1,4,8,18,3,0,0,68
2:30 PM,0,0,0,0,0,5,0,0,0,7,0,6,0,0,0,1,1,5,1,2,0,0,0,1,3,2,0,1,1,4,3,1,5,5,12,6,1,5,78
3:30 PM,0,0,0,0,0,3,3,0,0,9,0,6,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,1,2,1,4,3,5,9,37,2,0,0,93
4:30 PM,0,0,0,0,0,10,0,0,0,13,0,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,class,10,10,14,1,0,0,71
5:30 PM,0,0,0,0,0,7,0,0,0,9,0,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,Class,7,8,12,2,1,2,60
6:30 PM,0,0,0,0,0,4,2,0,0,4,0,3,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,2,1,1,class,6,7,13,3,1,1,54
7:30 PM,0,0,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,3,1,class,4,5,10,2,1,0,40
8:30 PM,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,2,4,2,6,4,5,18,2,0,2,55
9:30 PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,3,0,3,4,5,11,2,0,0,36
12:00 AM,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,0,1,2,5,11,0,0,0,29
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,0,0,5,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,15,4,0,0,39
9:30 AM,0,0,5,0,0,1,0,0,0,6,0,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,4,1,0,0,4,3,1,10,2,0,0,45
10:30 AM,0,0,20,0,0,15,1,0,0,16,0,12,0,0,0,1,1,1,6,0,0,1,0,7,2,1,0,4,1,0,1,7,10,5,18,4,0,1,135
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,0,0,53,3,2,22,3,0,0,21,0,15,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,class,9,10,32,class,1,1,181
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,14,0,0,20,2,0,0,16,0,7,0,0,0,1,2,1,2,0,0,1,0,2,1,1,0,3,1,0,1,3,10,7,26,,0,2,123
3:30 PM,0,0,12,0,0,14,4,0,0,14,0,8,0,0,0,1,3,3,0,0,1,0,0,2,2,1,0,3,1,4,2,0,15,14,24,,2,1,131
4:30 PM,0,0,6,0,0,8,2,0,0,12,0,6,0,0,0,1,1,2,1,0,0,0,0,4,2,1,class,2,1,4,2,class,12,6,28,class ,2,1,104
5:30 PM,0,0,8,0,0,2,4,0,0,3,0,8,0,0,0,1,1,0,0,0,0,0,0,3,0,0,3,2,1,4,0,class,9,14,18,6,4,2,93
6:30 PM,0,0,3,0,0,2,0,0,0,11,0,2,0,Class,Class,1,1,2,2,0,0,0,0,0,1,4,0,3,1,7,7,class,6,13,31,class ,1,2,100
7:30 PM,0,0,0,0,1,8,0,0,0,3,0,5,0,3,class,1,1,0,0,0,0,0,0,11,1,3,0,0,0,1,0,class,13,17,38,8,1,4,119
8:30 PM,0,0,0,0,0,6,0,0,0,1,0,4,0,0,0,2,1,2,0,0,0,0,0,0,2,1,0,1,2,2,6,class,11,7,26,7,3,5,89
9:30 PM,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6,6,20,4,1,1,51
10:30 PM,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,2,1,3,9,7,18,3,1,1,53
12:00 AM,0,0,126,3,3,102,16,0,0,108,0,73,0,3,0,14,14,13,14,0,1,3,0,31,13,14,0,23,10,28,21,20,118,110,304,38,16,,1263
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,21,class ,0,0,33
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,class,4,7,19,class ,0,0,31
8:30 AM,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,6,4,18,2,0,0,46
9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 AM,0,0,0,0,0,12,1,0,0,8,0,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,6,10,15,18,2,1,0,84
11:30 AM,0,0,22,0,0,10,2,0,0,14,0,10,0,0,0,0,1,0,3,0,0,0,0,8,0,1,0,1,1,0,0,7,6,7,24,class ,1,1,119
12:30 PM,0,0,25,0,0,12,1,0,0,15,0,10,0,0,0,1,2,2,5,0,0,1,0,6,1,1,0,2,1,0,1,5,12,9,27,4,3,1,119
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3:30 PM,0,0,21,0,0,7,8,0,0,19,0,4,0,3,0,1,1,1,4,0,0,1,0,5,1,1,1,2,1,2,3,9,13,10,34,6,1,2,161
4:30 PM,0,0,31,0,0,8,7,0,0,13,2,2,0,event,class,1,1,1,2,0,0,0,0,3,2,1,0,3,1,4,3,class,11,16,31,class ,3,3,149
5:30 PM,0,0,8,0,0,12,2,0,0,6,0,4,0,event,class,0,1,1,3,0,0,0,0,1,2,1,class,5,1,2,3,class,13,18,45,class ,2,3,133
6:30 PM,0,0,1,0,0,9,1,0,0,7,0,6,0,0,class,1,1,0,2,0,0,0,0,1,0,1,0,1,1,2,1,class,10,20,44,class ,0,0,109
7:30 PM,0,0,0,0,0,1,1,0,0,3,0,2,0,0,class,2,2,1,3,0,0,0,0,1,0,0,0,1,1,6,0,class,11,14,25,6,6,3,89
8:30 PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,class,0,2,3,2,1,0,0,0,0,2,2,class,0,1,8,2,class,15,16,35,5,3,1,99
9:30 PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,2,2,7,11,19,3,1,1,56
10:30 PM,0,0,0,0,0,1,2,0,,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,6,6,2,0,1,31
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,1,0,0,26
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,9,13,0,0,0,29
8:30 AM,0,0,10,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,8,8,22,4,0,0,61
9:30 AM,0,0,8,0,0,4,1,0,0,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,6,8,15,0,0,0,57
10:30 AM,0,0,14,0,0,19,2,0,0,14,2,11,0,0,0,3,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,5,7,5,22,2,1,0,114
11:30 AM,0,0,15,0,3,31,2,0,0,19,0,13,0,0,0,1,2,1,4,0,0,0,0,2,1,3,0,1,1,0,1,,4,12,22,6,1,0,145
12:30 PM,0,0,35,0,0,40,5,0,0,24,0,14,0,0,0,2,1,2,4,0,0,0,0,3,1,3,0,1,1,0,1,,7,9,23,5,0,0,181
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,20,0,0,8,7,0,0,20,0,11,0,0,0,1,1,5,2,0,0,0,0,11,1,0,0,1,2,0,5,12,14,17,21,8,2,2,171
3:30 PM,0,0,15,0,0,14,3,0,0,21,2,8,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,2,3,0,7,12,16,35,12,2,0,158
4:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5:30 PM,0,0,18,0,0,5,2,0,0,5,0,6,0,0,0,2,1,2,0,0,0,0,0,10,1,3,0,1,1,3,2,,11,16,44,2,2,3,140
6:30 PM,0,0,0,0,0,3,1,0,0,8,0,9,0,0,0,2,1,1,2,0,0,0,0,4,0,2,0,1,3,1,0,,7,13,38,,3,2,101
7:30 PM,0,0,0,0,0,3,3,0,0,2,0,8,0,0,,2,1,3,0,0,0,1,0,0,2,2,0,0,1,1,0,,9,14,28,,5,3,88
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,12,13,18,2,0,1,61
10:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,0,1,1,20
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,6,6,6,34,5,0,0,61
8:30 AM,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,5,4,18,1,6,0,44
9:30 AM,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,3,3,13,1,0,0,34
10:30 AM,0,0,23,0,0,6,2,0,0,6,0,5,0,0,0,1,1,1,3,0,0,1,0,8,1,1,0,1,1,0,1,2,5,14,22,4,4,2,115
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
3:30 PM,0,0,8,0,0,16,2,0,0,11,0,7,0,0,0,1,1,1,2,0,0,0,0,1,1,1,0,1,1,3,1,6,14,19,33,6,2,3,141
4:30 PM,0,0,5,0,0,8,0,0,0,7,0,3,0,0,0,1,2,1,0,0,0,0,1,2,2,1,class,1,1,10,0,class,17,10,22,7,2,0,103
5:30 PM,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,0,0,6,4,0,4,0,0,0,6,0,1,0,0,class,2,1,2,0,0,0,0,0,2,2,1,class,3,1,8,1,class,12,15,30,2,3,4,110
7:30 PM,0,0,0,0,0,3,0,0,0,6,0,2,0,0,class,0,2,0,0,0,3,0,0,0,2,1,0,0,1,5,1,class,3,11,20,0,2,2,64
8:30 PM,0,0,0,0,0,0,0,0,0,1,0,1,0,0,class,0,0,0,0,0,0,0,0,5,0,0,0,3,1,4,0,1,7,5,24,4,0,1,57
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,12,1,0,0,17
9:30 AM,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,1,1,1,20
10:30 AM,0,0,14,0,0,14,2,0,0,10,0,9,0,0,0,1,1,1,5,0,0,0,0,0,1,0,0,1,1,0,0,3,8,7,16,1,0,2,97
11:30 AM,0,0,12,0,0,7,1,0,0,13,0,7,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,2,2,0,1,4,9,8,14,1,0,0,88
12:30 PM,0,0,20,0,0,13,0,0,0,10,0,8,0,0,0,2,1,1,3,0,0,0,0,2,1,3,0,2,2,0,1,class,6,7,16,2,0,2,102
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,20,6,,6,4,2,2,4,0,4,0,0,0,1,1,1,0,0,1,0,0,4,1,0,0,1,0,0,0,3,4,15,16,7,1,2,106
3:30 PM,0,0,10,0,0,10,6,0,0,3,0,3,0,0,0,1,2,1,0,0,1,0,0,2,1,2,0,0,0,4,1,4,12,6,20,4,1,0,94
4:30 PM,0,0,3,0,0,4,0,0,0,6,0,5,0,0,0,0,1,1,2,0,0,0,0,0,1,2,0,2,0,7,1,6,9,7,40,class,2,0,99
