Time,Bouldering,Slackline,Freshens (Front) ,Outdoor Patio,Light Therapy Station #1,Freshens (Lounge),Game Room,Light Therapy Station #2,Light Therapy Station #3,Quiet Lounge,Outdoor Deck,Fireplace (Lounge),Light Therapy Station #4,Event Space 150,#20,1A,1B,1C,NapZone,Medit 6,Music 12,Music 13,Medit 18,Grey Lounge,1D,1E,Yoga 22,1F,1G,Esports,1H,#30 (30),W/C 40 (13),Cardio 50 (17),Weight Room(40),CrossFit B40 (26),Sauna Left,Sauna Right,Total Patron #/hour 
5:30 PM,0,0,0,0,0,1,0,0,0,6,0,4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,4,7,5,16,3,4,4,68
6:30 PM,0,0,0,0,0,0,0,0,0,4,0,3,0,event ,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,6,2,class,6,7,15,2,1,0,52
7:30 PM,0,0,0,0,0,1,2,0,0,1,0,2,0,event,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,class,3,5,13,4,1,0,39
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,14,4,0,0,28
10:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,Event,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,5,14,4,1,2,31
11:30 AM,0,0,0,0,0,2,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,8
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,0,0,0,0,0,2,0,0,0,4,0,2,0,Event,0,2,1,1,0,0,0,1,0,1,0,1,0,1,2,2,0,ADS,3,10,16,2,2,1,54
2:30 PM,0,0,0,0,0,4,0,0,0,4,0,1,0,Event,0,0,1,1,1,0,0,1,0,1,3,0,0,1,2,4,0,2,4,9,15,0,0,0,54
3:30 PM,0,0,0,0,0,1,2,0,0,4,0,2,0,Event,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,5,0,5,5,12,15,1,1,1,62
4:30 PM,0,0,0,0,0,4,4,0,0,2,0,3,0,Event,0,1,1,1,1,0,0,1,1,0,0,2,0,1,1,9,1,4,4,7,15,2,0,1,66
5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,1,0,0,1,2,0,2,3,6,20,2,1,1,55
7:30 PM,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,4,0,0,0,0,0,0,1,1,0,0,1,3,0,1,3,4,17,0,0,0,45
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,1,0,0,18
10:30 AM,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,2,10,3,0,0,31
11:30 AM,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,6,3,10,8,2,0,0,41
12:30 PM,0,0,0,0,0,7,0,0,0,7,0,3,0,0,0,2,1,1,0,2,0,0,0,1,1,2,0,2,1,1,0,5,1,4,13,1,0,1,56
1:30 PM,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,2,1,2,1,5,2,5,15,2,0,2,54
2:30 PM,0,0,0,0,0,6,3,0,0,9,0,4,0,0,0,1,2,2,0,0,0,0,0,2,1,1,0,2,1,4,1,5,4,4,11,2,0,0,65
3:30 PM,0,0,0,0,0,11,2,0,0,8,0,4,0,0,0,2,1,1,0,0,0,0,0,0,1,3,0,1,1,0,1,4,6,4,14,4,0,0,68
4:30 PM,0,0,0,0,0,5,0,0,0,14,0,2,0,0,0,2,1,1,0,0,0,0,0,4,1,1,0,2,1,0,3,class,5,6,12,3,2,0,65
5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 PM,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0,3,0,0,0,3,1,3,2,4,12,2,0,0,41
9:30 PM,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,9,0,0,0,24
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,18,11,6,0,0,43
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8:30 AM,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,21,2,0,2,44
9:30 AM,0,0,5,0,0,2,1,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,5,5,22,5,0,0,56
10:30 AM,0,0,14,0,0,13,1,0,0,14,0,8,0,0,0,1,1,1,3,0,0,1,0,4,1,1,0,2,1,0,1,1,6,7,14,3,2,0,100
11:30 AM,0,0,15,0,0,27,2,0,0,17,0,9,0,0,0,1,1,2,2,0,1,0,0,1,2,2,0,2,2,0,4,6,7,10,19,3,1,2,138
12:30 PM,0,0,18,0,0,43,2,2,3,12,0,9,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,1,2,0,1,class,4,9,18,class,2,2,136
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,19,0,0,22,4,0,1,10,0,6,0,0,0,1,2,2,0,0,0,1,0,4,3,1,0,2,2,0,3,4,4,10,23,,2,2,83
3:30 PM,0,0,20,0,0,17,2,0,0,6,,4,0,0,0,4,3,1,1,0,1,0,0,4,1,1,0,1,0,1,0,6,14,15,28,5,1,1,137
4:30 PM,0,0,7,0,0,11,0,0,0,13,0,4,0,0,0,1,1,1,1,0,1,0,0,0,1,1,class,2,1,7,1,class,11,12,27,class,2,0,105
5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 PM,0,0,0,0,0,2,1,0,0,4,0,4,0,0,0,2,0,1,0,0,0,0,0,1,6,7,0,1,1,6,1,class,11,10,33,12,0,0,103
9:30 PM,0,0,0,0,0,1,0,0,0,5,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,8,9,13,50,12,2,2,116
10:30 PM,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,5,12,1,1,1,38
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
10:30 AM,0,0,12,0,0,10,0,0,0,11,0,5,0,0,0,1,1,1,1,0,0,0,0,3,1,2,0,1,1,0,0,4,8,10,22,4,1,0,99
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,27,0,0,18,2,0,0,15,0,11,0,0,0,2,3,1,1,0,0,0,0,2,5,1,0,0,1,3,1,2,8,17,28,2,2,0,152
3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,0,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,12,0,0,0,30
9:30 AM,0,0,9,0,0,4,2,0,0,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,1,0,0,1,5,3,5,11,3,2,1,61
10:30 AM,0,0,15,0,0,10,0,0,0,8,0,7,0,0,0,1,1,1,2,0,0,0,0,0,1,2,0,1,1,0,0,6,4,12,20,0,0,0,92
11:30 AM,0,0,12,0,0,10,6,0,0,7,0,9,0,0,0,1,1,1,4,0,0,1,0,0,1,1,0,1,2,0,2,6,9,15,22,0,0,0,111
12:30 PM,0,0,24,0,0,16,3,0,0,9,3,12,0,0,0,2,2,2,1,1,1,0,0,0,3,2,0,3,2,0,2,16,12,19,32,0,0,0,167
1:30 PM,0,0,20,0,0,18,4,0,0,16,6,15,,0,0,2,2,1,1,1,0,0,0,0,2,2,0,2,2,0,2,15,14,18,28,0,2,1,174
2:30 PM,0,0,16,3,0,7,0,0,0,3,5,3,0,0,0,1,1,2,2,0,2,0,0,6,2,3,0,1,1,0,0,5,6,7,21,4,0,0,101
3:30 PM,0,0,11,2,0,6,3,0,0,5,6,5,0,0,event,2,0,1,1,0,0,0,0,3,0,2,0,0,1,6,0,0,4,8,25,4,3,1,99
4:30 PM,0,0,10,2,0,4,2,0,0,5,1,4,0,0,event,2,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,Class,3,2,24,3,2,1,77
5:30 PM,0,0,2,0,0,3,3,0,0,4,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,class,0,0,15,0,3,4,5,22,class,1,0,70
6:30 PM,0,0,0,0,0,1,2,0,0,4,0,1,0,0,class,0,0,0,0,0,0,0,0,0,0,0,class,0,0,20,0,class,3,4,19,class,0,2,56
7:30 PM,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,class,1,5,16,2,0,1,47
8:30 PM,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,0,3,2,7,3,0,3,43
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,17,3,2,0,27
9:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,10,class,1,0,16
10:30 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Event,1,4,1,5,12,class,2,0,29
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5:30 PM,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,32,0,3,4,7,16,2,1,1,77
6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,2,4,0,0,0,23
10:30 PM,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,3,0,8,0,0,0,25
6:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11:30 AM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,0,0,0,2,1,0,1,2,0,0,0,3,3,8,0,0,0,27
12:30 PM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,1,1,2,0,0,1,3,11,0,0,0,27
1:30 PM,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,1,1,2,0,0,0,0,0,1,1,0,1,0,4,2,2,4,4,19,4,4,3,59
2:30 PM,0,0,3,0,0,1,2,0,0,4,2,1,0,0,0,1,1,1,0,0,0,1,0,1,3,2,0,1,3,5,2,3,4,5,14,4,3,1,68
3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,17
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,4,6,11,1,0,0,27
8:30 AM,0,0,3,0,0,2,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,20,4,3,0,42
9:30 AM,0,0,5,0,0,2,0,0,0,2,0,3,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,4,0,1,1,1,9,21,3,2,1,62
10:30 AM,0,0,15,0,0,11,2,0,0,14,0,12,0,0,0,2,1,2,4,0,1,0,0,0,2,3,0,1,5,0,3,3,10,12,20,2,2,2,129
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,12,0,0,11,0,0,0,13,0,13,0,0,0,1,2,3,3,0,0,1,0,2,2,1,0,1,2,6,3,7,16,15,26,4,2,2,148
3:30 PM,0,,10,0,0,14,4,0,0,5,0,10,0,0,0,1,1,2,2,0,1,1,0,2,2,4,0,2,1,6,2,10,14,10,24,5,2,6,141
4:30 PM,0,0,8,0,0,10,1,0,0,8,0,9,0,0,0,1,2,2,1,0,0,1,0,4,4,1,class,2,1,4,1,Class,11,7,20,,1,0,99
5:30 PM,0,0,7,0,0,5,0,0,0,0,0,4,0,0,0,1,5,2,1,0,0,0,0,5,2,1,0,0,0,8,0,0,8,10,25,7,0,1,92
6:30 PM,0,0,1,0,0,6,1,0,0,10,0,7,0,event  ,0,1,1,2,1,0,0,1,0,2,2,1,0,1,7,5,1,class,5,8,31,7,1,3,105
7:30 PM,0,0,1,0,0,3,1,0,0,4,0,1,0,0,0,0,11,1,0,0,0,0,0,5,3,0,0,0,0,5,0,2,7,6,21,,,,71
8:30 PM,0,0,0,0,0,5,0,0,0,4,0,0,0,0,class,1,1,0,0,0,0,0,0,1,2,3,0,2,2,10,0,class ,4,8,29,class,2,3,77
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,10,class,0,0,18
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,class,5,5,16,class,0,0,28
8:30 AM,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,8,15,1,1,1,42
9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,0,0,26,0,0,17,7,0,0,17,1,10,0,0,class,1,1,1,5,0,1,0,1,1,4,1,0,1,1,0,1,5,9,11,28,3,2,0,155
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,19,0,0,12,3,0,0,15,0,7,0,0,0,3,4,1,3,0,0,2,0,0,4,2,0,2,3,0,1,4,11,11,25,6,1,1,140
3:30 PM,0,0,8,0,0,14,2,0,0,8,0,7,0,0,0,1,3,1,1,0,0,2,0,1,2,3,0,1,2,4,2,3,7,17,42,9,0,1,141
4:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5:30 PM,0,0,5,0,0,5,1,0,0,8,0,8,0,0,0,3,1,4,2,0,0,0,0,2,3,4,0,2,3,16,2,class,8,15,37,0,6,4,139
6:30 PM,0,0,0,0,0,4,0,0,0,9,0,6,0,0,class,2,0,4,1,0,0,0,0,1,3,3,0,2,3,15,2,Class,6,10,28,class,0,1,100
7:30 PM,0,0,0,0,0,4,0,0,0,8,0,4,0,0,class,1,1,2,0,0,0,0,0,2,4,4,0,2,0,19,1,class,13,16,37,class,6,5,129
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,8,2,1,1,18
7:30 AM,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,13,3,0,0,40
8:30 AM,0,0,2,0,0,2,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,10,1,0,0,28
9:30 AM,0,0,3,0,0,3,0,0,0,3,0,2,0,0,0,1,6,2,2,0,0,0,0,0,2,0,0,1,2,0,2,2,5,5,11,3,1,1,57
10:30 AM,0,0,10,0,0,12,0,0,0,12,0,10,0,0,0,1,3,1,3,0,0,1,0,0,0,1,0,1,2,0,2,6,7,12,27,7,1,0,119
11:30 AM,0,0,12,0,0,17,6,0,0,9,0,12,0,0,0,1,2,1,2,0,1,0,0,0,3,3,0,1,2,0,2,7,3,9,25,4,1,1,124
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,0,0,17,0,0,24,0,0,0,21,0,13,0,0,0,2,2,1,4,0,1,1,1,0,3,4,0,1,1,0,2,7,9,8,19,4,0,0,145
2:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3:30 PM,0,0,20,2,0,18,2,0,0,23,1,11,0,0,0,2,2,1,2,0,1,1,0,6,3,2,0,6,1,5,2,3,7,11,22,3,0,2,159
4:30 PM,0,0,10,4,0,15,1,0,0,19,0,9,0,0,0,2,2,1,1,0,1,1,0,4,3,1,0,6,1,7,0,Class,8,7,20,1,3,1,128
5:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 PM,0,0,0,0,0,1,0,0,0,2,0,1,0,0,class,0,1,0,0,0,0,0,0,0,2,0,0,0,1,16,0,class ,5,3,24,2,3,2,63
7:30 PM,0,0,0,0,0,0,0,0,0,2,0,3,0,0,class,0,1,0,0,0,1,0,0,0,0,0,0,3,1,18,1,class ,5,4,,,,,39
8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,5,0,0,21
7:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
8:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10:30 AM,0,0,9,0,0,13,1,0,0,12,1,3,0,0,0,2,1,1,1,0,0,0,0,0,2,2,0,1,3,0,1,5,11,14,29,3,1,2,118
11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,6,5,0,7,2,0,0,17,3,7,0,0,0,2,4,3,0,0,0,0,0,2,5,2,0,1,1,,1,7,7,8,13,5,3,2,113
3:30 PM,0,0,8,0,0,9,0,0,0,11,0,7,0,0,0,2,0,1,1,0,0,0,0,0,2,3,0,1,1,5,2,3,8,11,23,9,1,2,110
4:30 PM,0,0,6,7,0,10,3,0,0,12,3,5,0,0,0,2,2,1,1,0,0,0,0,2,4,2,class,3,2,10,2,class,12,15,25,class,1,1,131
5:30 PM,1,0,0,5,0,10,2,0,0,7,1,3,0,0,class,1,1,1,1,0,0,0,0,0,0,1,class,0,0,7,0,class,5,5,24,class,0,1,75
6:30 PM,0,0,0,0,0,3,0,0,0,1,0,5,0,event,0,0,0,2,1,0,0,1,0,2,2,0,0,0,0,10,0,class,9,3,30,4,1,2,76
7:30 PM,0,0,0,0,0,1,0,0,0,2,1,2,0,event,class,2,0,1,0,0,0,0,0,1,0,0,0,0,0,16,0,class,3,7,19,4,2,0,61
8:30 PM,0,0,0,0,0,3,2,0,0,2,0,2,0,event,class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,class,9,3,19,class,3,2,58
9:30 PM,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,2,7,3,17,class,2,0,56
10:30 PM,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,4,12,0,0,0,34
6:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,9
7:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,7,1,0,0,14
8:30 AM,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,4,1,0,0,21
9:30 AM,0,0,10,0,0,3,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,9,5,4,2,0,50
10:30 AM,0,0,12,0,0,4,1,0,0,0,0,9,0,0,0,1,1,2,7,0,0,0,0,0,1,1,0,1,1,0,1,3,8,7,7,1,0,0,68
11:30 AM,0,0,15,0,0,11,1,0,0,13,0,10,0,0,0,5,3,2,7,0,0,0,0,2,1,3,0,1,2,0,1,1,6,5,18,class,1,0,108
12:30 PM,0,0,20,0,0,28,1,0,0,15,0,11,0,0,0,6,2,1,3,0,0,0,0,0,2,1,0,1,1,0,0,class,4,5,22,8,1,2,134
1:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2:30 PM,0,0,18,2,0,8,0,0,0,8,0,9,0,0,0,3,2,1,2,0,0,0,0,2,2,2,0,4,1,0,1,3,7,10,23,9,1,2,120
